Runde;Block;Gebot;Bietender
28;16A 3,6 GHz;3009000;Telefónica Deutschland
28;17A 3,6 GHz;3009000;Telefónica Deutschland
28;18A 3,6 GHz;2736000;Telekom
28;19A 3,6 GHz;2736000;Telekom
28;20A 3,6 GHz;2736000;Telekom
28;21A 3,6 GHz;2736000;Telekom
28;22A 3,6 GHz;3009000;Telekom
28;23A 3,6 GHz;3009000;Vodafone
28;24A 3,6 GHz;23870000;Vodafone
28;25A 3,6 GHz;23870000;Vodafone
28;26A 3,6 GHz;21700000;1&1 Drillisch
28;27A 3,6 GHz;21700000;1&1 Drillisch
28;28A 3,6 GHz;21700000;1&1 Drillisch
28;29K 3,6 GHz;23870000;Telekom
29;01A 2 GHz;15687000;Telekom
29;02A 2 GHz;14261000;Vodafone
29;03A 2 GHz;15687000;Telekom
29;04A 2 GHz;14261000;Vodafone
29;05A 2 GHz;14261000;Telefónica Deutschland
29;06A 2 GHz;14261000;Telekom
29;07A 2 GHz;27500000;Vodafone
29;08A 2 GHz;25000000;1&1 Drillisch
29;09A 2 GHz (2026);12937000;1&1 Drillisch
29;10A 2 GHz (2026);14230000;Telefónica Deutschland
29;11A 2 GHz (2026);23750000;1&1 Drillisch
29;12A 2 GHz (2026);26125000;Vodafone
29;01K 3,6 GHz;Kein Gebot;Kein Gebot
29;02A 3,6 GHz;3009000;Vodafone
29;03A 3,6 GHz;3009000;Vodafone
29;04A 3,6 GHz;3009000;Vodafone
29;05A 3,6 GHz;3009000;Vodafone
29;06A 3,6 GHz;3009000;Telekom
29;07A 3,6 GHz;3009000;Telefónica Deutschland
29;08A 3,6 GHz;3009000;Telefónica Deutschland
29;09A 3,6 GHz;3009000;Telefónica Deutschland
29;10A 3,6 GHz;3009000;Vodafone
29;11A 3,6 GHz;3009000;1&1 Drillisch
29;12A 3,6 GHz;3309000;Telekom
29;13A 3,6 GHz;3309000;Telekom
29;14A 3,6 GHz;3309000;Telekom
29;15A 3,6 GHz;3009000;Telefónica Deutschland
29;16A 3,6 GHz;3009000;Telefónica Deutschland
29;17A 3,6 GHz;3009000;Telefónica Deutschland
29;18A 3,6 GHz;3009000;Telefónica Deutschland
29;19A 3,6 GHz;3009000;Telefónica Deutschland
29;20A 3,6 GHz;2736000;Telekom
29;21A 3,6 GHz;2736000;Telekom
29;22A 3,6 GHz;3009000;Telekom
29;23A 3,6 GHz;3009000;Vodafone
29;24A 3,6 GHz;23870000;Vodafone
29;25A 3,6 GHz;23870000;Vodafone
29;26A 3,6 GHz;21700000;1&1 Drillisch
29;27A 3,6 GHz;21700000;1&1 Drillisch
29;28A 3,6 GHz;21700000;1&1 Drillisch
29;29K 3,6 GHz;23870000;Telekom
30;01A 2 GHz;15687000;Telekom
30;02A 2 GHz;14261000;Vodafone
30;03A 2 GHz;15687000;Telekom
30;04A 2 GHz;15687000;Telefónica Deutschland
30;05A 2 GHz;15687000;Telekom
30;06A 2 GHz;15687000;1&1 Drillisch
30;07A 2 GHz;27500000;Vodafone
30;08A 2 GHz;25000000;1&1 Drillisch
30;09A 2 GHz (2026);14230000;Telefónica Deutschland
30;10A 2 GHz (2026);14230000;Telefónica Deutschland
30;11A 2 GHz (2026);23750000;1&1 Drillisch
30;12A 2 GHz (2026);26125000;Vodafone
30;01K 3,6 GHz;Kein Gebot;Kein Gebot
30;02A 3,6 GHz;3009000;Vodafone
30;03A 3,6 GHz;3009000;Vodafone
30;04A 3,6 GHz;3009000;Vodafone
30;05A 3,6 GHz;3009000;Vodafone
30;06A 3,6 GHz;3009000;Telekom
30;07A 3,6 GHz;3009000;Telefónica Deutschland
30;08A 3,6 GHz;3009000;Telefónica Deutschland
30;09A 3,6 GHz;3009000;Telefónica Deutschland
30;10A 3,6 GHz;3009000;Vodafone
30;11A 3,6 GHz;3309000;Telekom
30;12A 3,6 GHz;3309000;Telekom
30;13A 3,6 GHz;3309000;Telekom
30;14A 3,6 GHz;3309000;Telekom
30;15A 3,6 GHz;3309000;Telekom
30;16A 3,6 GHz;3009000;Telefónica Deutschland
30;17A 3,6 GHz;3009000;Telefónica Deutschland
30;18A 3,6 GHz;3009000;Telefónica Deutschland
30;19A 3,6 GHz;3009000;Telefónica Deutschland
30;20A 3,6 GHz;3009000;1&1 Drillisch
30;21A 3,6 GHz;3009000;1&1 Drillisch
30;22A 3,6 GHz;3009000;Telekom
30;23A 3,6 GHz;3009000;Vodafone
30;24A 3,6 GHz;23870000;Vodafone
30;25A 3,6 GHz;23870000;Vodafone
30;26A 3,6 GHz;21700000;1&1 Drillisch
30;27A 3,6 GHz;21700000;1&1 Drillisch
30;28A 3,6 GHz;21700000;1&1 Drillisch
30;29K 3,6 GHz;23870000;Telekom
31;01A 2 GHz;15687000;Telekom
31;02A 2 GHz;15687000;Telefónica Deutschland
31;03A 2 GHz;15687000;Telekom
31;04A 2 GHz;15687000;Telefónica Deutschland
31;05A 2 GHz;15687000;Telekom
31;06A 2 GHz;17255000;Vodafone
31;07A 2 GHz;27500000;Vodafone
31;08A 2 GHz;25000000;1&1 Drillisch
31;09A 2 GHz (2026);14230000;Telefónica Deutschland
31;10A 2 GHz (2026);15653000;1&1 Drillisch
31;11A 2 GHz (2026);23750000;1&1 Drillisch
31;12A 2 GHz (2026);26125000;Vodafone
31;01K 3,6 GHz;Kein Gebot;Kein Gebot
31;02A 3,6 GHz;3009000;Vodafone
31;03A 3,6 GHz;3009000;Vodafone
31;04A 3,6 GHz;3009000;Vodafone
31;05A 3,6 GHz;3009000;Vodafone
31;06A 3,6 GHz;3009000;Telekom
31;07A 3,6 GHz;3309000;Vodafone
31;08A 3,6 GHz;3009000;Telefónica Deutschland
31;09A 3,6 GHz;3009000;Telefónica Deutschland
31;10A 3,6 GHz;3309000;1&1 Drillisch
31;11A 3,6 GHz;3309000;Telekom
31;12A 3,6 GHz;3309000;Telekom
31;13A 3,6 GHz;3309000;Telekom
31;14A 3,6 GHz;3309000;Telekom
31;15A 3,6 GHz;3309000;Telekom
31;16A 3,6 GHz;3009000;Telefónica Deutschland
31;17A 3,6 GHz;3009000;Telefónica Deutschland
31;18A 3,6 GHz;3009000;Telefónica Deutschland
31;19A 3,6 GHz;3309000;Telekom
31;20A 3,6 GHz;3309000;Telefónica Deutschland
31;21A 3,6 GHz;3309000;Telefónica Deutschland
31;22A 3,6 GHz;3009000;Telekom
31;23A 3,6 GHz;3009000;Vodafone
31;24A 3,6 GHz;23870000;Vodafone
31;25A 3,6 GHz;23870000;Vodafone
31;26A 3,6 GHz;21700000;1&1 Drillisch
31;27A 3,6 GHz;21700000;1&1 Drillisch
31;28A 3,6 GHz;21700000;1&1 Drillisch
31;29K 3,6 GHz;23870000;Telekom
32;01A 2 GHz;15687000;Telekom
32;02A 2 GHz;17255000;Vodafone
32;03A 2 GHz;15687000;Telekom
32;04A 2 GHz;15687000;Telefónica Deutschland
32;05A 2 GHz;17255000;1&1 Drillisch
32;06A 2 GHz;17255000;Vodafone
32;07A 2 GHz;27500000;Vodafone
32;08A 2 GHz;25000000;1&1 Drillisch
32;09A 2 GHz (2026);14230000;Telefónica Deutschland
32;10A 2 GHz (2026);15653000;1&1 Drillisch
32;11A 2 GHz (2026);23750000;1&1 Drillisch
32;12A 2 GHz (2026);26125000;Vodafone
32;01K 3,6 GHz;Kein Gebot;Kein Gebot
32;02A 3,6 GHz;3009000;Vodafone
32;03A 3,6 GHz;3009000;Vodafone
32;04A 3,6 GHz;3009000;Vodafone
32;05A 3,6 GHz;3009000;Vodafone
32;06A 3,6 GHz;3009000;Telekom
32;07A 3,6 GHz;3309000;Vodafone
32;08A 3,6 GHz;3309000;1&1 Drillisch
32;09A 3,6 GHz;3309000;1&1 Drillisch
32;10A 3,6 GHz;3309000;1&1 Drillisch
32;11A 3,6 GHz;3309000;Telekom
32;12A 3,6 GHz;3309000;Telekom
32;13A 3,6 GHz;3309000;Telekom
32;14A 3,6 GHz;3309000;Telekom
32;15A 3,6 GHz;3309000;Telekom
32;16A 3,6 GHz;3309000;Telekom
32;17A 3,6 GHz;3009000;Telefónica Deutschland
32;18A 3,6 GHz;3009000;Telefónica Deutschland
32;19A 3,6 GHz;3309000;Telekom
32;20A 3,6 GHz;3309000;Telefónica Deutschland
32;21A 3,6 GHz;3309000;Telefónica Deutschland
32;22A 3,6 GHz;3309000;Telefónica Deutschland
32;23A 3,6 GHz;3309000;Telefónica Deutschland
32;24A 3,6 GHz;23870000;Vodafone
32;25A 3,6 GHz;23870000;Vodafone
32;26A 3,6 GHz;21700000;1&1 Drillisch
32;27A 3,6 GHz;21700000;1&1 Drillisch
32;28A 3,6 GHz;21700000;1&1 Drillisch
32;29K 3,6 GHz;23870000;Telekom
33;01A 2 GHz;17255000;Telefónica Deutschland
33;02A 2 GHz;17255000;Vodafone
33;03A 2 GHz;17255000;Telefónica Deutschland
33;04A 2 GHz;17255000;Telekom
33;05A 2 GHz;18980000;Telekom
33;06A 2 GHz;17255000;Vodafone
33;07A 2 GHz;27500000;Vodafone
33;08A 2 GHz;25000000;1&1 Drillisch
33;09A 2 GHz (2026);14230000;Telefónica Deutschland
33;10A 2 GHz (2026);15653000;1&1 Drillisch
33;11A 2 GHz (2026);23750000;1&1 Drillisch
33;12A 2 GHz (2026);26125000;Vodafone
33;01K 3,6 GHz;Kein Gebot;Kein Gebot
33;02A 3,6 GHz;3009000;Vodafone
33;03A 3,6 GHz;3009000;Vodafone
33;04A 3,6 GHz;3309000;Telefónica Deutschland
33;05A 3,6 GHz;3309000;Telefónica Deutschland
33;06A 3,6 GHz;3309000;Telefónica Deutschland
33;07A 3,6 GHz;3309000;Vodafone
33;08A 3,6 GHz;3309000;1&1 Drillisch
33;09A 3,6 GHz;3309000;1&1 Drillisch
33;10A 3,6 GHz;3309000;1&1 Drillisch
33;11A 3,6 GHz;3309000;Telekom
33;12A 3,6 GHz;3309000;Telekom
33;13A 3,6 GHz;3309000;Telekom
33;14A 3,6 GHz;3309000;Telekom
33;15A 3,6 GHz;3309000;Telekom
33;16A 3,6 GHz;3309000;Telekom
33;17A 3,6 GHz;3309000;Vodafone
33;18A 3,6 GHz;3309000;Vodafone
33;19A 3,6 GHz;3309000;Telekom
33;20A 3,6 GHz;3309000;Telefónica Deutschland
33;21A 3,6 GHz;3309000;Telefónica Deutschland
33;22A 3,6 GHz;3309000;Telefónica Deutschland
33;23A 3,6 GHz;3309000;Telefónica Deutschland
33;24A 3,6 GHz;23870000;Vodafone
33;25A 3,6 GHz;23870000;Vodafone
33;26A 3,6 GHz;21700000;1&1 Drillisch
33;27A 3,6 GHz;21700000;1&1 Drillisch
33;28A 3,6 GHz;21700000;1&1 Drillisch
33;29K 3,6 GHz;23870000;Telekom
34;01A 2 GHz;18980000;Telekom
34;02A 2 GHz;18980000;Telefónica Deutschland
34;03A 2 GHz;18980000;Telekom
34;04A 2 GHz;18980000;1&1 Drillisch
34;05A 2 GHz;18980000;Telekom
34;06A 2 GHz;17255000;Vodafone
34;07A 2 GHz;27500000;Vodafone
34;08A 2 GHz;25000000;1&1 Drillisch
34;09A 2 GHz (2026);14230000;Telefónica Deutschland
34;10A 2 GHz (2026);15653000;1&1 Drillisch
34;11A 2 GHz (2026);23750000;1&1 Drillisch
34;12A 2 GHz (2026);26125000;Vodafone
34;01K 3,6 GHz;Kein Gebot;Kein Gebot
34;02A 3,6 GHz;3309000;Telefónica Deutschland
34;03A 3,6 GHz;3309000;Telefónica Deutschland
34;04A 3,6 GHz;3639000;Vodafone
34;05A 3,6 GHz;3639000;Vodafone
34;06A 3,6 GHz;3309000;Telefónica Deutschland
34;07A 3,6 GHz;3309000;Vodafone
34;08A 3,6 GHz;3309000;1&1 Drillisch
34;09A 3,6 GHz;3309000;1&1 Drillisch
34;10A 3,6 GHz;3309000;1&1 Drillisch
34;11A 3,6 GHz;3309000;Telekom
34;12A 3,6 GHz;3309000;Telekom
34;13A 3,6 GHz;3309000;Telekom
34;14A 3,6 GHz;3309000;Telekom
34;15A 3,6 GHz;3309000;Telekom
34;16A 3,6 GHz;3309000;Telekom
34;17A 3,6 GHz;3309000;Vodafone
34;18A 3,6 GHz;3309000;Vodafone
34;19A 3,6 GHz;3309000;Telekom
34;20A 3,6 GHz;3309000;Telefónica Deutschland
34;21A 3,6 GHz;3309000;Telefónica Deutschland
34;22A 3,6 GHz;3309000;Telefónica Deutschland
34;23A 3,6 GHz;3309000;Telefónica Deutschland
34;24A 3,6 GHz;23870000;Vodafone
34;25A 3,6 GHz;23870000;Vodafone
34;26A 3,6 GHz;21700000;1&1 Drillisch
34;27A 3,6 GHz;21700000;1&1 Drillisch
34;28A 3,6 GHz;21700000;1&1 Drillisch
34;29K 3,6 GHz;23870000;Telekom
35;01A 2 GHz;18980000;Telekom
35;02A 2 GHz;18980000;Telefónica Deutschland
35;03A 2 GHz;18980000;Telekom
35;04A 2 GHz;20878000;Telefónica Deutschland
35;05A 2 GHz;18980000;Telekom
35;06A 2 GHz;18980000;Telefónica Deutschland
35;07A 2 GHz;27500000;Vodafone
35;08A 2 GHz;25000000;1&1 Drillisch
35;09A 2 GHz (2026);14230000;Telefónica Deutschland
35;10A 2 GHz (2026);15653000;1&1 Drillisch
35;11A 2 GHz (2026);23750000;1&1 Drillisch
35;12A 2 GHz (2026);26125000;Vodafone
35;01K 3,6 GHz;Kein Gebot;Kein Gebot
35;02A 3,6 GHz;3639000;Vodafone
35;03A 3,6 GHz;3639000;Vodafone
35;04A 3,6 GHz;3639000;Vodafone
35;05A 3,6 GHz;3639000;Vodafone
35;06A 3,6 GHz;3639000;Telekom
35;07A 3,6 GHz;3309000;Vodafone
35;08A 3,6 GHz;3639000;Telefónica Deutschland
35;09A 3,6 GHz;3639000;Telefónica Deutschland
35;10A 3,6 GHz;3639000;Telekom
35;11A 3,6 GHz;3309000;Telekom
35;12A 3,6 GHz;3309000;Telekom
35;13A 3,6 GHz;3309000;Telekom
35;14A 3,6 GHz;3309000;Telekom
35;15A 3,6 GHz;3309000;Telekom
35;16A 3,6 GHz;3309000;Telekom
35;17A 3,6 GHz;3309000;Vodafone
35;18A 3,6 GHz;3309000;Vodafone
35;19A 3,6 GHz;3309000;Telekom
35;20A 3,6 GHz;3309000;Telefónica Deutschland
35;21A 3,6 GHz;3309000;Telefónica Deutschland
35;22A 3,6 GHz;3309000;Telefónica Deutschland
35;23A 3,6 GHz;3309000;Telefónica Deutschland
35;24A 3,6 GHz;23870000;Vodafone
35;25A 3,6 GHz;23870000;Vodafone
35;26A 3,6 GHz;21700000;1&1 Drillisch
35;27A 3,6 GHz;21700000;1&1 Drillisch
35;28A 3,6 GHz;21700000;1&1 Drillisch
35;29K 3,6 GHz;23870000;Telekom
36;01A 2 GHz;18980000;Telekom
36;02A 2 GHz;20878000;Vodafone
36;03A 2 GHz;18980000;Telekom
36;04A 2 GHz;20878000;Telefónica Deutschland
36;05A 2 GHz;18980000;Telekom
36;06A 2 GHz;25878000;1&1 Drillisch
36;07A 2 GHz;27500000;Vodafone
36;08A 2 GHz;25000000;1&1 Drillisch
36;09A 2 GHz (2026);14230000;Telefónica Deutschland
36;10A 2 GHz (2026);22218000;1&1 Drillisch
36;11A 2 GHz (2026);23750000;1&1 Drillisch
36;12A 2 GHz (2026);26125000;Vodafone
36;01K 3,6 GHz;Kein Gebot;Kein Gebot
36;02A 3,6 GHz;3639000;Vodafone
36;03A 3,6 GHz;3639000;Vodafone
36;04A 3,6 GHz;3639000;Vodafone
36;05A 3,6 GHz;3639000;Vodafone
36;06A 3,6 GHz;3639000;Telekom
36;07A 3,6 GHz;3309000;Vodafone
36;08A 3,6 GHz;3639000;Telefónica Deutschland
36;09A 3,6 GHz;3639000;Telefónica Deutschland
36;10A 3,6 GHz;3639000;Telekom
36;11A 3,6 GHz;3309000;Telekom
36;12A 3,6 GHz;3309000;Telekom
36;13A 3,6 GHz;3309000;Telekom
36;14A 3,6 GHz;3309000;Telekom
36;15A 3,6 GHz;3309000;Telekom
36;16A 3,6 GHz;3309000;Telekom
36;17A 3,6 GHz;3639000;Telefónica Deutschland
36;18A 3,6 GHz;3639000;Telefónica Deutschland
36;19A 3,6 GHz;3639000;Telefónica Deutschland
36;20A 3,6 GHz;3309000;Telefónica Deutschland
36;21A 3,6 GHz;23639000;1&1 Drillisch
36;22A 3,6 GHz;23639000;1&1 Drillisch
36;23A 3,6 GHz;23639000;1&1 Drillisch
36;24A 3,6 GHz;23870000;Vodafone
36;25A 3,6 GHz;23870000;Vodafone
36;26A 3,6 GHz;21700000;1&1 Drillisch
36;27A 3,6 GHz;21700000;1&1 Drillisch
36;28A 3,6 GHz;21700000;1&1 Drillisch
36;29K 3,6 GHz;23870000;Telekom
37;01A 2 GHz;20878000;Vodafone
37;02A 2 GHz;20878000;Vodafone
37;03A 2 GHz;20878000;Telefónica Deutschland
37;04A 2 GHz;22965000;Telekom
37;05A 2 GHz;20878000;Telefónica Deutschland
37;06A 2 GHz;25878000;1&1 Drillisch
37;07A 2 GHz;27500000;Vodafone
37;08A 2 GHz;25000000;1&1 Drillisch
37;09A 2 GHz (2026);14230000;Telefónica Deutschland
37;10A 2 GHz (2026);22218000;1&1 Drillisch
37;11A 2 GHz (2026);23750000;1&1 Drillisch
37;12A 2 GHz (2026);26125000;Vodafone
37;01K 3,6 GHz;Kein Gebot;Kein Gebot
37;02A 3,6 GHz;3639000;Vodafone
37;03A 3,6 GHz;3639000;Vodafone
37;04A 3,6 GHz;3639000;Vodafone
37;05A 3,6 GHz;3639000;Vodafone
37;06A 3,6 GHz;3639000;Telekom
37;07A 3,6 GHz;3639000;Telefónica Deutschland
37;08A 3,6 GHz;3639000;Telefónica Deutschland
37;09A 3,6 GHz;3639000;Telefónica Deutschland
37;10A 3,6 GHz;3639000;Telekom
37;11A 3,6 GHz;3639000;Vodafone
37;12A 3,6 GHz;3309000;Telekom
37;13A 3,6 GHz;3309000;Telekom
37;14A 3,6 GHz;3309000;Telekom
37;15A 3,6 GHz;3639000;Telefónica Deutschland
37;16A 3,6 GHz;3639000;Telefónica Deutschland
37;17A 3,6 GHz;3639000;Telefónica Deutschland
37;18A 3,6 GHz;3639000;Telefónica Deutschland
37;19A 3,6 GHz;3639000;Telefónica Deutschland
37;20A 3,6 GHz;3639000;Vodafone
37;21A 3,6 GHz;23639000;1&1 Drillisch
37;22A 3,6 GHz;23639000;1&1 Drillisch
37;23A 3,6 GHz;23639000;1&1 Drillisch
37;24A 3,6 GHz;23870000;Vodafone
37;25A 3,6 GHz;23870000;Vodafone
37;26A 3,6 GHz;21700000;1&1 Drillisch
37;27A 3,6 GHz;21700000;1&1 Drillisch
37;28A 3,6 GHz;21700000;1&1 Drillisch
37;29K 3,6 GHz;23870000;Telekom
38;01A 2 GHz;20878000;Vodafone
38;02A 2 GHz;22965000;Telefónica Deutschland
38;03A 2 GHz;22965000;Telekom
38;04A 2 GHz;22965000;Telekom
38;05A 2 GHz;22965000;Telekom
38;06A 2 GHz;25878000;1&1 Drillisch
38;07A 2 GHz;27500000;Vodafone
38;08A 2 GHz;25000000;1&1 Drillisch
38;09A 2 GHz (2026);14230000;Telefónica Deutschland
38;10A 2 GHz (2026);22218000;1&1 Drillisch
38;11A 2 GHz (2026);23750000;1&1 Drillisch
38;12A 2 GHz (2026);26125000;Vodafone
38;01K 3,6 GHz;Kein Gebot;Kein Gebot
38;02A 3,6 GHz;3639000;Vodafone
38;03A 3,6 GHz;3639000;Vodafone
38;04A 3,6 GHz;3639000;Vodafone
38;05A 3,6 GHz;3639000;Vodafone
38;06A 3,6 GHz;3639000;Telekom
38;07A 3,6 GHz;3639000;Telefónica Deutschland
38;08A 3,6 GHz;3639000;Telefónica Deutschland
38;09A 3,6 GHz;3639000;Telefónica Deutschland
38;10A 3,6 GHz;3639000;Telekom
38;11A 3,6 GHz;3639000;Vodafone
38;12A 3,6 GHz;3639000;Vodafone
38;13A 3,6 GHz;3309000;Telekom
38;14A 3,6 GHz;3639000;Telefónica Deutschland
38;15A 3,6 GHz;4002000;Telekom
38;16A 3,6 GHz;4002000;Telekom
38;17A 3,6 GHz;4002000;Telekom
38;18A 3,6 GHz;4002000;Telekom
38;19A 3,6 GHz;3639000;Telefónica Deutschland
38;20A 3,6 GHz;3639000;Vodafone
38;21A 3,6 GHz;23639000;1&1 Drillisch
38;22A 3,6 GHz;23639000;1&1 Drillisch
38;23A 3,6 GHz;23639000;1&1 Drillisch
38;24A 3,6 GHz;23870000;Vodafone
38;25A 3,6 GHz;23870000;Vodafone
38;26A 3,6 GHz;21700000;1&1 Drillisch
38;27A 3,6 GHz;21700000;1&1 Drillisch
38;28A 3,6 GHz;21700000;1&1 Drillisch
38;29K 3,6 GHz;23870000;Telekom
39;01A 2 GHz;22965000;Telefónica Deutschland
39;02A 2 GHz;25261000;Vodafone
39;03A 2 GHz;25261000;Telefónica Deutschland
39;04A 2 GHz;22965000;Telekom
39;05A 2 GHz;22965000;Telekom
39;06A 2 GHz;25878000;1&1 Drillisch
39;07A 2 GHz;27500000;Vodafone
39;08A 2 GHz;25000000;1&1 Drillisch
39;09A 2 GHz (2026);14230000;Telefónica Deutschland
39;10A 2 GHz (2026);22218000;1&1 Drillisch
39;11A 2 GHz (2026);23750000;1&1 Drillisch
39;12A 2 GHz (2026);26125000;Vodafone
39;01K 3,6 GHz;Kein Gebot;Kein Gebot
39;02A 3,6 GHz;3639000;Vodafone
39;03A 3,6 GHz;3639000;Vodafone
39;04A 3,6 GHz;3639000;Vodafone
39;05A 3,6 GHz;3639000;Vodafone
39;06A 3,6 GHz;3639000;Telekom
39;07A 3,6 GHz;4002000;Telekom
39;08A 3,6 GHz;4002000;Telekom
39;09A 3,6 GHz;3639000;Telefónica Deutschland
39;10A 3,6 GHz;4002000;Telefónica Deutschland
39;11A 3,6 GHz;4002000;Telefónica Deutschland
39;12A 3,6 GHz;4002000;Telefónica Deutschland
39;13A 3,6 GHz;3639000;Telefónica Deutschland
39;14A 3,6 GHz;3639000;Telefónica Deutschland
39;15A 3,6 GHz;4002000;Telekom
39;16A 3,6 GHz;4002000;Telekom
39;17A 3,6 GHz;4002000;Telekom
39;18A 3,6 GHz;4002000;Telekom
39;19A 3,6 GHz;3639000;Telefónica Deutschland
39;20A 3,6 GHz;3639000;Vodafone
39;21A 3,6 GHz;23639000;1&1 Drillisch
39;22A 3,6 GHz;23639000;1&1 Drillisch
39;23A 3,6 GHz;23639000;1&1 Drillisch
39;24A 3,6 GHz;23870000;Vodafone
39;25A 3,6 GHz;23870000;Vodafone
39;26A 3,6 GHz;21700000;1&1 Drillisch
39;27A 3,6 GHz;21700000;1&1 Drillisch
39;28A 3,6 GHz;21700000;1&1 Drillisch
39;29K 3,6 GHz;23870000;Telekom
40;01A 2 GHz;25261000;Vodafone
40;02A 2 GHz;25261000;Vodafone
40;03A 2 GHz;25261000;Telefónica Deutschland
40;04A 2 GHz;25261000;Telefónica Deutschland
40;05A 2 GHz;22965000;Telekom
40;06A 2 GHz;25878000;1&1 Drillisch
40;07A 2 GHz;27500000;Vodafone
40;08A 2 GHz;27500000;Telekom
40;09A 2 GHz (2026);14230000;Telefónica Deutschland
40;10A 2 GHz (2026);22218000;1&1 Drillisch
40;11A 2 GHz (2026);23750000;1&1 Drillisch
40;12A 2 GHz (2026);26125000;Vodafone
40;01K 3,6 GHz;Kein Gebot;Kein Gebot
40;02A 3,6 GHz;4002000;Telefónica Deutschland
40;03A 3,6 GHz;4002000;Telefónica Deutschland
40;04A 3,6 GHz;3639000;Vodafone
40;05A 3,6 GHz;3639000;Vodafone
40;06A 3,6 GHz;3639000;Telekom
40;07A 3,6 GHz;4002000;Telekom
40;08A 3,6 GHz;4002000;Telekom
40;09A 3,6 GHz;4002000;Vodafone
40;10A 3,6 GHz;4002000;Telefónica Deutschland
40;11A 3,6 GHz;4002000;Telefónica Deutschland
40;12A 3,6 GHz;4002000;Telefónica Deutschland
40;13A 3,6 GHz;4002000;Vodafone
40;14A 3,6 GHz;4002000;Telekom
40;15A 3,6 GHz;4002000;Telekom
40;16A 3,6 GHz;4002000;Telekom
40;17A 3,6 GHz;4002000;Telekom
40;18A 3,6 GHz;4002000;Telekom
40;19A 3,6 GHz;3639000;Telefónica Deutschland
40;20A 3,6 GHz;3639000;Vodafone
40;21A 3,6 GHz;23639000;1&1 Drillisch
40;22A 3,6 GHz;23639000;1&1 Drillisch
40;23A 3,6 GHz;23639000;1&1 Drillisch
40;24A 3,6 GHz;23870000;Vodafone
40;25A 3,6 GHz;23870000;Vodafone
40;26A 3,6 GHz;21700000;1&1 Drillisch
40;27A 3,6 GHz;21700000;1&1 Drillisch
40;28A 3,6 GHz;21700000;1&1 Drillisch
40;29K 3,6 GHz;23870000;Telekom
41;01A 2 GHz;25261000;Vodafone
41;02A 2 GHz;25261000;Vodafone
41;03A 2 GHz;27787000;Telekom
41;04A 2 GHz;27787000;Telekom
41;05A 2 GHz;25261000;1&1 Drillisch
41;06A 2 GHz;25878000;1&1 Drillisch
41;07A 2 GHz;27500000;Vodafone
41;08A 2 GHz;27500000;Telekom
41;09A 2 GHz (2026);14230000;Telefónica Deutschland
41;10A 2 GHz (2026);22218000;1&1 Drillisch
41;11A 2 GHz (2026);23750000;1&1 Drillisch
41;12A 2 GHz (2026);26125000;Vodafone
41;01K 3,6 GHz;Kein Gebot;Kein Gebot
41;02A 3,6 GHz;4002000;Telefónica Deutschland
41;03A 3,6 GHz;4002000;Telefónica Deutschland
41;04A 3,6 GHz;4002000;Telefónica Deutschland
41;05A 3,6 GHz;4002000;Telefónica Deutschland
41;06A 3,6 GHz;4002000;Vodafone
41;07A 3,6 GHz;4002000;Telekom
41;08A 3,6 GHz;4002000;Telekom
41;09A 3,6 GHz;4002000;Vodafone
41;10A 3,6 GHz;4002000;Telefónica Deutschland
41;11A 3,6 GHz;4002000;Telefónica Deutschland
41;12A 3,6 GHz;4002000;Telefónica Deutschland
41;13A 3,6 GHz;4002000;Vodafone
41;14A 3,6 GHz;4002000;Telekom
41;15A 3,6 GHz;4002000;Telekom
41;16A 3,6 GHz;4002000;Telekom
41;17A 3,6 GHz;4002000;Telekom
41;18A 3,6 GHz;4002000;Telekom
41;19A 3,6 GHz;4002000;Vodafone
41;20A 3,6 GHz;3639000;Vodafone
41;21A 3,6 GHz;23639000;1&1 Drillisch
41;22A 3,6 GHz;23639000;1&1 Drillisch
41;23A 3,6 GHz;23639000;1&1 Drillisch
41;24A 3,6 GHz;23870000;Vodafone
41;25A 3,6 GHz;23870000;Vodafone
41;26A 3,6 GHz;21700000;1&1 Drillisch
41;27A 3,6 GHz;21700000;1&1 Drillisch
41;28A 3,6 GHz;21700000;1&1 Drillisch
41;29K 3,6 GHz;23870000;Telekom
42;01A 2 GHz;25261000;Vodafone
42;02A 2 GHz;25261000;Vodafone
42;03A 2 GHz;27787000;Telekom
42;04A 2 GHz;27787000;Telekom
42;05A 2 GHz;27787000;Telefónica Deutschland
42;06A 2 GHz;25878000;1&1 Drillisch
42;07A 2 GHz;27500000;Vodafone
42;08A 2 GHz;27500000;Telekom
42;09A 2 GHz (2026);14230000;Telefónica Deutschland
42;10A 2 GHz (2026);24439000;Telefónica Deutschland
42;11A 2 GHz (2026);26125000;Telefónica Deutschland
42;12A 2 GHz (2026);26125000;Vodafone
42;01K 3,6 GHz;Kein Gebot;Kein Gebot
42;02A 3,6 GHz;4402000;Vodafone
42;03A 3,6 GHz;4402000;Vodafone
42;04A 3,6 GHz;Kein Gebot;Kein Gebot
42;05A 3,6 GHz;4422000;Telefónica Deutschland
42;06A 3,6 GHz;4422000;Telefónica Deutschland
42;07A 3,6 GHz;4422000;Telefónica Deutschland
42;08A 3,6 GHz;4422000;Telefónica Deutschland
42;09A 3,6 GHz;4422000;Telefónica Deutschland
