Runde;Block;Gebot;Bietender
14;21A 3,6 GHz;2057000;Vodafone
14;22A 3,6 GHz;2057000;Vodafone
14;23A 3,6 GHz;2262000;1&1 Drillisch
14;24A 3,6 GHz;23870000;Vodafone
14;25A 3,6 GHz;23870000;Vodafone
14;26A 3,6 GHz;21700000;1&1 Drillisch
14;27A 3,6 GHz;21700000;1&1 Drillisch
14;28A 3,6 GHz;21700000;1&1 Drillisch
14;29K 3,6 GHz;23870000;Telekom
15;01A 2 GHz;9742000;Telekom
15;02A 2 GHz;8857000;Telefónica Deutschland
15;03A 2 GHz;8857000;Telekom
15;04A 2 GHz;8857000;Telekom
15;05A 2 GHz;9742000;Vodafone
15;06A 2 GHz;8857000;Telekom
15;07A 2 GHz;27500000;Vodafone
15;08A 2 GHz;25000000;1&1 Drillisch
15;09A 2 GHz (2026);6640000;Telefónica Deutschland
15;10A 2 GHz (2026);7304000;1&1 Drillisch
15;11A 2 GHz (2026);23750000;1&1 Drillisch
15;12A 2 GHz (2026);26125000;Vodafone
15;01K 3,6 GHz;Kein Gebot;Kein Gebot
15;02A 3,6 GHz;2262000;Telefónica Deutschland
15;03A 3,6 GHz;2262000;Telefónica Deutschland
15;04A 3,6 GHz;2262000;Telefónica Deutschland
15;05A 3,6 GHz;2262000;Telefónica Deutschland
15;06A 3,6 GHz;2488000;Telekom
15;07A 3,6 GHz;2262000;Telekom
15;08A 3,6 GHz;2262000;Telekom
15;09A 3,6 GHz;2262000;Telekom
15;10A 3,6 GHz;2488000;Telekom
15;11A 3,6 GHz;2262000;Telekom
15;12A 3,6 GHz;2262000;Telekom
15;13A 3,6 GHz;2262000;Vodafone
15;14A 3,6 GHz;2262000;Vodafone
15;15A 3,6 GHz;2262000;Vodafone
15;16A 3,6 GHz;2262000;Vodafone
15;17A 3,6 GHz;2262000;Vodafone
15;18A 3,6 GHz;2262000;Telekom
15;19A 3,6 GHz;2262000;Telekom
15;20A 3,6 GHz;2262000;Telefónica Deutschland
15;21A 3,6 GHz;2262000;Telefónica Deutschland
15;22A 3,6 GHz;2262000;1&1 Drillisch
15;23A 3,6 GHz;2262000;1&1 Drillisch
15;24A 3,6 GHz;23870000;Vodafone
15;25A 3,6 GHz;23870000;Vodafone
15;26A 3,6 GHz;21700000;1&1 Drillisch
15;27A 3,6 GHz;21700000;1&1 Drillisch
15;28A 3,6 GHz;21700000;1&1 Drillisch
15;29K 3,6 GHz;23870000;Telekom
16;01A 2 GHz;10716000;Telefónica Deutschland
16;02A 2 GHz;9742000;Vodafone
16;03A 2 GHz;8857000;Telekom
16;04A 2 GHz;9742000;1&1 Drillisch
16;05A 2 GHz;9742000;Vodafone
16;06A 2 GHz;8857000;Telekom
16;07A 2 GHz;27500000;Vodafone
16;08A 2 GHz;25000000;1&1 Drillisch
16;09A 2 GHz (2026);6640000;Telefónica Deutschland
16;10A 2 GHz (2026);8034000;Telefónica Deutschland
16;11A 2 GHz (2026);23750000;1&1 Drillisch
16;12A 2 GHz (2026);26125000;Vodafone
16;01K 3,6 GHz;Kein Gebot;Kein Gebot
16;02A 3,6 GHz;2262000;Telefónica Deutschland
16;03A 3,6 GHz;2262000;Telefónica Deutschland
16;04A 3,6 GHz;2262000;Telefónica Deutschland
16;05A 3,6 GHz;2262000;Telefónica Deutschland
16;06A 3,6 GHz;2488000;Telekom
16;07A 3,6 GHz;2262000;Telekom
16;08A 3,6 GHz;2262000;Telekom
16;09A 3,6 GHz;2262000;Telekom
16;10A 3,6 GHz;2488000;Telekom
16;11A 3,6 GHz;2262000;Telekom
16;12A 3,6 GHz;2488000;Telefónica Deutschland
16;13A 3,6 GHz;2488000;Telefónica Deutschland
16;14A 3,6 GHz;2262000;Vodafone
16;15A 3,6 GHz;2262000;Vodafone
16;16A 3,6 GHz;2262000;Vodafone
16;17A 3,6 GHz;2262000;Vodafone
16;18A 3,6 GHz;2262000;Telekom
16;19A 3,6 GHz;2488000;1&1 Drillisch
16;20A 3,6 GHz;2262000;Telefónica Deutschland
16;21A 3,6 GHz;2262000;Telefónica Deutschland
16;22A 3,6 GHz;2488000;Telefónica Deutschland
16;23A 3,6 GHz;2488000;Vodafone
16;24A 3,6 GHz;23870000;Vodafone
16;25A 3,6 GHz;23870000;Vodafone
16;26A 3,6 GHz;21700000;1&1 Drillisch
16;27A 3,6 GHz;21700000;1&1 Drillisch
16;28A 3,6 GHz;21700000;1&1 Drillisch
16;29K 3,6 GHz;23870000;Telekom
17;01A 2 GHz;10716000;Telefónica Deutschland
17;02A 2 GHz;10716000;Telekom
17;03A 2 GHz;9742000;Telefónica Deutschland
17;04A 2 GHz;10716000;Telekom
17;05A 2 GHz;9742000;Vodafone
17;06A 2 GHz;8857000;Telekom
17;07A 2 GHz;27500000;Vodafone
17;08A 2 GHz;25000000;1&1 Drillisch
17;09A 2 GHz (2026);7304000;1&1 Drillisch
17;10A 2 GHz (2026);8034000;Telefónica Deutschland
17;11A 2 GHz (2026);23750000;1&1 Drillisch
17;12A 2 GHz (2026);26125000;Vodafone
17;01K 3,6 GHz;Kein Gebot;Kein Gebot
17;02A 3,6 GHz;2488000;Vodafone
17;03A 3,6 GHz;2488000;Vodafone
17;04A 3,6 GHz;2262000;Telefónica Deutschland
17;05A 3,6 GHz;2262000;Telefónica Deutschland
17;06A 3,6 GHz;2488000;Telekom
17;07A 3,6 GHz;2262000;Telekom
17;08A 3,6 GHz;2262000;Telekom
17;09A 3,6 GHz;2262000;Telekom
17;10A 3,6 GHz;2488000;Telekom
17;11A 3,6 GHz;2262000;Telekom
17;12A 3,6 GHz;2488000;Telefónica Deutschland
17;13A 3,6 GHz;2488000;Telefónica Deutschland
17;14A 3,6 GHz;2262000;Vodafone
17;15A 3,6 GHz;2262000;Vodafone
17;16A 3,6 GHz;2262000;Vodafone
17;17A 3,6 GHz;2262000;Vodafone
17;18A 3,6 GHz;2262000;Telekom
17;19A 3,6 GHz;2488000;1&1 Drillisch
17;20A 3,6 GHz;2488000;1&1 Drillisch
17;21A 3,6 GHz;2488000;1&1 Drillisch
17;22A 3,6 GHz;2488000;Telefónica Deutschland
17;23A 3,6 GHz;2488000;Vodafone
17;24A 3,6 GHz;23870000;Vodafone
17;25A 3,6 GHz;23870000;Vodafone
17;26A 3,6 GHz;21700000;1&1 Drillisch
17;27A 3,6 GHz;21700000;1&1 Drillisch
17;28A 3,6 GHz;21700000;1&1 Drillisch
17;29K 3,6 GHz;23870000;Telekom
18;01A 2 GHz;10716000;Telefónica Deutschland
18;02A 2 GHz;10716000;Telekom
18;03A 2 GHz;10716000;Telekom
18;04A 2 GHz;10716000;Telekom
18;05A 2 GHz;9742000;Vodafone
18;06A 2 GHz;9742000;1&1 Drillisch
18;07A 2 GHz;27500000;Vodafone
18;08A 2 GHz;25000000;1&1 Drillisch
18;09A 2 GHz (2026);8034000;Telefónica Deutschland
18;10A 2 GHz (2026);8034000;Telefónica Deutschland
18;11A 2 GHz (2026);23750000;1&1 Drillisch
18;12A 2 GHz (2026);26125000;Vodafone
18;01K 3,6 GHz;Kein Gebot;Kein Gebot
18;02A 3,6 GHz;2488000;Vodafone
18;03A 3,6 GHz;2488000;Vodafone
18;04A 3,6 GHz;2262000;Telefónica Deutschland
18;05A 3,6 GHz;2262000;Telefónica Deutschland
18;06A 3,6 GHz;2488000;Telekom
18;07A 3,6 GHz;2488000;Telefónica Deutschland
18;08A 3,6 GHz;2262000;Telekom
18;09A 3,6 GHz;2262000;Telekom
18;10A 3,6 GHz;2488000;Telekom
18;11A 3,6 GHz;2488000;Telefónica Deutschland
18;12A 3,6 GHz;2488000;Telefónica Deutschland
18;13A 3,6 GHz;2488000;Telefónica Deutschland
18;14A 3,6 GHz;2488000;Telefónica Deutschland
18;15A 3,6 GHz;2488000;Telefónica Deutschland
18;16A 3,6 GHz;2262000;Vodafone
18;17A 3,6 GHz;2262000;Vodafone
18;18A 3,6 GHz;2262000;Telekom
18;19A 3,6 GHz;2736000;Telekom
18;20A 3,6 GHz;2736000;Telekom
18;21A 3,6 GHz;2488000;1&1 Drillisch
18;22A 3,6 GHz;2488000;Telefónica Deutschland
18;23A 3,6 GHz;2488000;Vodafone
18;24A 3,6 GHz;23870000;Vodafone
18;25A 3,6 GHz;23870000;Vodafone
18;26A 3,6 GHz;21700000;1&1 Drillisch
18;27A 3,6 GHz;21700000;1&1 Drillisch
18;28A 3,6 GHz;21700000;1&1 Drillisch
18;29K 3,6 GHz;23870000;Telekom
19;01A 2 GHz;10716000;Telefónica Deutschland
19;02A 2 GHz;10716000;Telekom
19;03A 2 GHz;10716000;Telekom
19;04A 2 GHz;10716000;Telekom
19;05A 2 GHz;9742000;Vodafone
19;06A 2 GHz;10716000;Vodafone
19;07A 2 GHz;27500000;Vodafone
19;08A 2 GHz;25000000;1&1 Drillisch
19;09A 2 GHz (2026);8034000;Telefónica Deutschland
19;10A 2 GHz (2026);8837000;1&1 Drillisch
19;11A 2 GHz (2026);23750000;1&1 Drillisch
19;12A 2 GHz (2026);26125000;Vodafone
19;01K 3,6 GHz;Kein Gebot;Kein Gebot
19;02A 3,6 GHz;2488000;Vodafone
19;03A 3,6 GHz;2488000;Vodafone
19;04A 3,6 GHz;2488000;Vodafone
19;05A 3,6 GHz;2488000;Vodafone
19;06A 3,6 GHz;2488000;Telekom
19;07A 3,6 GHz;2488000;Telefónica Deutschland
19;08A 3,6 GHz;2262000;Telekom
19;09A 3,6 GHz;2262000;Telekom
19;10A 3,6 GHz;2488000;Telekom
19;11A 3,6 GHz;2488000;Telefónica Deutschland
19;12A 3,6 GHz;2488000;Telefónica Deutschland
19;13A 3,6 GHz;2488000;Telefónica Deutschland
19;14A 3,6 GHz;2488000;Telefónica Deutschland
19;15A 3,6 GHz;2488000;Telefónica Deutschland
19;16A 3,6 GHz;2262000;Vodafone
19;17A 3,6 GHz;2488000;1&1 Drillisch
19;18A 3,6 GHz;2488000;1&1 Drillisch
19;19A 3,6 GHz;2736000;Telekom
19;20A 3,6 GHz;2736000;Telekom
19;21A 3,6 GHz;2488000;1&1 Drillisch
19;22A 3,6 GHz;2488000;Telefónica Deutschland
19;23A 3,6 GHz;2488000;Vodafone
19;24A 3,6 GHz;23870000;Vodafone
19;25A 3,6 GHz;23870000;Vodafone
19;26A 3,6 GHz;21700000;1&1 Drillisch
19;27A 3,6 GHz;21700000;1&1 Drillisch
19;28A 3,6 GHz;21700000;1&1 Drillisch
19;29K 3,6 GHz;23870000;Telekom
20;01A 2 GHz;11787000;Telekom
20;02A 2 GHz;10716000;Telekom
20;03A 2 GHz;10716000;Telekom
20;04A 2 GHz;10716000;Telekom
20;05A 2 GHz;10716000;1&1 Drillisch
20;06A 2 GHz;10716000;Vodafone
20;07A 2 GHz;27500000;Vodafone
20;08A 2 GHz;25000000;1&1 Drillisch
20;09A 2 GHz (2026);8034000;Telefónica Deutschland
20;10A 2 GHz (2026);9720000;Telefónica Deutschland
20;11A 2 GHz (2026);23750000;1&1 Drillisch
20;12A 2 GHz (2026);26125000;Vodafone
20;01K 3,6 GHz;Kein Gebot;Kein Gebot
20;02A 3,6 GHz;2488000;Vodafone
20;03A 3,6 GHz;2488000;Vodafone
20;04A 3,6 GHz;2488000;Vodafone
20;05A 3,6 GHz;2488000;Vodafone
20;06A 3,6 GHz;2488000;Telekom
20;07A 3,6 GHz;2488000;Telefónica Deutschland
20;08A 3,6 GHz;2488000;Telefónica Deutschland
20;09A 3,6 GHz;2488000;Telefónica Deutschland
20;10A 3,6 GHz;2488000;Telekom
20;11A 3,6 GHz;2488000;Telefónica Deutschland
20;12A 3,6 GHz;2488000;Telefónica Deutschland
20;13A 3,6 GHz;2488000;Telefónica Deutschland
20;14A 3,6 GHz;2488000;Telefónica Deutschland
20;15A 3,6 GHz;2488000;Telefónica Deutschland
20;16A 3,6 GHz;2488000;Telekom
20;17A 3,6 GHz;2736000;Telekom
20;18A 3,6 GHz;2736000;Telekom
20;19A 3,6 GHz;2736000;Telekom
20;20A 3,6 GHz;2736000;Telekom
20;21A 3,6 GHz;2488000;1&1 Drillisch
20;22A 3,6 GHz;2488000;Telefónica Deutschland
20;23A 3,6 GHz;2488000;Vodafone
20;24A 3,6 GHz;23870000;Vodafone
20;25A 3,6 GHz;23870000;Vodafone
20;26A 3,6 GHz;21700000;1&1 Drillisch
20;27A 3,6 GHz;21700000;1&1 Drillisch
20;28A 3,6 GHz;21700000;1&1 Drillisch
20;29K 3,6 GHz;23870000;Telekom
21;01A 2 GHz;11787000;Telekom
21;02A 2 GHz;10716000;Telekom
21;03A 2 GHz;10716000;Telekom
21;04A 2 GHz;11787000;Telefónica Deutschland
21;05A 2 GHz;11787000;Telefónica Deutschland
21;06A 2 GHz;10716000;Vodafone
21;07A 2 GHz;27500000;Vodafone
21;08A 2 GHz;25000000;1&1 Drillisch
21;09A 2 GHz (2026);8837000;1&1 Drillisch
21;10A 2 GHz (2026);9720000;Telefónica Deutschland
21;11A 2 GHz (2026);23750000;1&1 Drillisch
21;12A 2 GHz (2026);26125000;Vodafone
21;01K 3,6 GHz;Kein Gebot;Kein Gebot
21;02A 3,6 GHz;2488000;Vodafone
21;03A 3,6 GHz;2488000;Vodafone
21;04A 3,6 GHz;2488000;Vodafone
21;05A 3,6 GHz;2488000;Vodafone
21;06A 3,6 GHz;2488000;Telekom
21;07A 3,6 GHz;2736000;Telekom
21;08A 3,6 GHz;2736000;Telekom
21;09A 3,6 GHz;2488000;Telefónica Deutschland
21;10A 3,6 GHz;2488000;Telekom
21;11A 3,6 GHz;2488000;Telefónica Deutschland
21;12A 3,6 GHz;2488000;Telefónica Deutschland
21;13A 3,6 GHz;2488000;Telefónica Deutschland
21;14A 3,6 GHz;2488000;Telefónica Deutschland
21;15A 3,6 GHz;2736000;1&1 Drillisch
21;16A 3,6 GHz;2736000;1&1 Drillisch
21;17A 3,6 GHz;2736000;Telekom
21;18A 3,6 GHz;2736000;Telekom
21;19A 3,6 GHz;2736000;Telekom
21;20A 3,6 GHz;2736000;Telekom
21;21A 3,6 GHz;2488000;1&1 Drillisch
21;22A 3,6 GHz;2488000;Telefónica Deutschland
21;23A 3,6 GHz;2488000;Vodafone
21;24A 3,6 GHz;23870000;Vodafone
21;25A 3,6 GHz;23870000;Vodafone
21;26A 3,6 GHz;21700000;1&1 Drillisch
21;27A 3,6 GHz;21700000;1&1 Drillisch
21;28A 3,6 GHz;21700000;1&1 Drillisch
21;29K 3,6 GHz;23870000;Telekom
22;01A 2 GHz;11787000;Telekom
22;02A 2 GHz;11787000;Vodafone
22;03A 2 GHz;11787000;1&1 Drillisch
22;04A 2 GHz;11787000;Telefónica Deutschland
22;05A 2 GHz;11787000;Telefónica Deutschland
22;06A 2 GHz;11787000;Telekom
22;07A 2 GHz;27500000;Vodafone
22;08A 2 GHz;25000000;1&1 Drillisch
22;09A 2 GHz (2026);9720000;Telefónica Deutschland
22;10A 2 GHz (2026);9720000;Telefónica Deutschland
22;11A 2 GHz (2026);23750000;1&1 Drillisch
22;12A 2 GHz (2026);26125000;Vodafone
22;01K 3,6 GHz;Kein Gebot;Kein Gebot
22;02A 3,6 GHz;2488000;Vodafone
22;03A 3,6 GHz;2488000;Vodafone
22;04A 3,6 GHz;2488000;Vodafone
22;05A 3,6 GHz;2488000;Vodafone
22;06A 3,6 GHz;2488000;Telekom
22;07A 3,6 GHz;2736000;Telekom
22;08A 3,6 GHz;2736000;Telekom
22;09A 3,6 GHz;2488000;Telefónica Deutschland
22;10A 3,6 GHz;2736000;Telefónica Deutschland
22;11A 3,6 GHz;2488000;Telefónica Deutschland
22;12A 3,6 GHz;2488000;Telefónica Deutschland
22;13A 3,6 GHz;2488000;Telefónica Deutschland
22;14A 3,6 GHz;2488000;Telefónica Deutschland
22;15A 3,6 GHz;2736000;1&1 Drillisch
22;16A 3,6 GHz;2736000;1&1 Drillisch
22;17A 3,6 GHz;2736000;Telekom
22;18A 3,6 GHz;2736000;Telekom
22;19A 3,6 GHz;2736000;Telekom
22;20A 3,6 GHz;2736000;Telekom
22;21A 3,6 GHz;2736000;Telekom
22;22A 3,6 GHz;2736000;Vodafone
22;23A 3,6 GHz;2736000;Telefónica Deutschland
22;24A 3,6 GHz;23870000;Vodafone
22;25A 3,6 GHz;23870000;Vodafone
22;26A 3,6 GHz;21700000;1&1 Drillisch
22;27A 3,6 GHz;21700000;1&1 Drillisch
22;28A 3,6 GHz;21700000;1&1 Drillisch
22;29K 3,6 GHz;23870000;Telekom
23;01A 2 GHz;11787000;Telekom
23;02A 2 GHz;11787000;Vodafone
23;03A 2 GHz;12965000;Vodafone
23;04A 2 GHz;12965000;Telekom
23;05A 2 GHz;11787000;Telefónica Deutschland
23;06A 2 GHz;11787000;Telekom
23;07A 2 GHz;27500000;Vodafone
23;08A 2 GHz;25000000;1&1 Drillisch
23;09A 2 GHz (2026);9720000;Telefónica Deutschland
23;10A 2 GHz (2026);10692000;1&1 Drillisch
23;11A 2 GHz (2026);23750000;1&1 Drillisch
23;12A 2 GHz (2026);26125000;Vodafone
23;01K 3,6 GHz;Kein Gebot;Kein Gebot
23;02A 3,6 GHz;2488000;Vodafone
23;03A 3,6 GHz;2488000;Vodafone
23;04A 3,6 GHz;2488000;Vodafone
23;05A 3,6 GHz;2736000;Telefónica Deutschland
23;06A 3,6 GHz;2736000;Telefónica Deutschland
23;07A 3,6 GHz;2736000;Telekom
23;08A 3,6 GHz;2736000;Telekom
23;09A 3,6 GHz;2736000;Vodafone
23;10A 3,6 GHz;2736000;Telefónica Deutschland
23;11A 3,6 GHz;2736000;Vodafone
23;12A 3,6 GHz;2488000;Telefónica Deutschland
23;13A 3,6 GHz;2488000;Telefónica Deutschland
23;14A 3,6 GHz;2736000;1&1 Drillisch
23;15A 3,6 GHz;2736000;1&1 Drillisch
23;16A 3,6 GHz;2736000;1&1 Drillisch
23;17A 3,6 GHz;2736000;Telekom
23;18A 3,6 GHz;2736000;Telekom
23;19A 3,6 GHz;2736000;Telekom
23;20A 3,6 GHz;2736000;Telekom
23;21A 3,6 GHz;2736000;Telekom
23;22A 3,6 GHz;2736000;Vodafone
23;23A 3,6 GHz;2736000;Telefónica Deutschland
23;24A 3,6 GHz;23870000;Vodafone
23;25A 3,6 GHz;23870000;Vodafone
23;26A 3,6 GHz;21700000;1&1 Drillisch
23;27A 3,6 GHz;21700000;1&1 Drillisch
23;28A 3,6 GHz;21700000;1&1 Drillisch
23;29K 3,6 GHz;23870000;Telekom
24;01A 2 GHz;11787000;Telekom
24;02A 2 GHz;12965000;1&1 Drillisch
24;03A 2 GHz;12965000;Vodafone
24;04A 2 GHz;12965000;Telekom
24;05A 2 GHz;12965000;Telekom
24;06A 2 GHz;12965000;Telefónica Deutschland
24;07A 2 GHz;27500000;Vodafone
24;08A 2 GHz;25000000;1&1 Drillisch
24;09A 2 GHz (2026);9720000;Telefónica Deutschland
24;10A 2 GHz (2026);11761000;Telefónica Deutschland
24;11A 2 GHz (2026);23750000;1&1 Drillisch
24;12A 2 GHz (2026);26125000;Vodafone
24;01K 3,6 GHz;Kein Gebot;Kein Gebot
24;02A 3,6 GHz;2736000;Telefónica Deutschland
24;03A 3,6 GHz;2736000;Telefónica Deutschland
24;04A 3,6 GHz;2736000;Telefónica Deutschland
24;05A 3,6 GHz;2736000;Telefónica Deutschland
24;06A 3,6 GHz;2736000;Telefónica Deutschland
24;07A 3,6 GHz;2736000;Telekom
24;08A 3,6 GHz;2736000;Telekom
24;09A 3,6 GHz;2736000;Vodafone
24;10A 3,6 GHz;2736000;Telefónica Deutschland
24;11A 3,6 GHz;2736000;Vodafone
24;12A 3,6 GHz;2736000;Vodafone
24;13A 3,6 GHz;2736000;Telekom
24;14A 3,6 GHz;2736000;1&1 Drillisch
24;15A 3,6 GHz;2736000;1&1 Drillisch
24;16A 3,6 GHz;2736000;1&1 Drillisch
24;17A 3,6 GHz;2736000;Telekom
24;18A 3,6 GHz;2736000;Telekom
24;19A 3,6 GHz;2736000;Telekom
24;20A 3,6 GHz;2736000;Telekom
24;21A 3,6 GHz;2736000;Telekom
24;22A 3,6 GHz;2736000;Vodafone
24;23A 3,6 GHz;2736000;Telefónica Deutschland
24;24A 3,6 GHz;23870000;Vodafone
24;25A 3,6 GHz;23870000;Vodafone
24;26A 3,6 GHz;21700000;1&1 Drillisch
24;27A 3,6 GHz;21700000;1&1 Drillisch
24;28A 3,6 GHz;21700000;1&1 Drillisch
24;29K 3,6 GHz;23870000;Telekom
25;01A 2 GHz;12965000;Telefónica Deutschland
25;02A 2 GHz;12965000;1&1 Drillisch
25;03A 2 GHz;12965000;Vodafone
25;04A 2 GHz;12965000;Telekom
25;05A 2 GHz;12965000;Telekom
25;06A 2 GHz;14261000;Telekom
25;07A 2 GHz;27500000;Vodafone
25;08A 2 GHz;25000000;1&1 Drillisch
25;09A 2 GHz (2026);10692000;1&1 Drillisch
25;10A 2 GHz (2026);11761000;Telefónica Deutschland
25;11A 2 GHz (2026);23750000;1&1 Drillisch
25;12A 2 GHz (2026);26125000;Vodafone
25;01K 3,6 GHz;Kein Gebot;Kein Gebot
25;02A 3,6 GHz;3009000;Vodafone
25;03A 3,6 GHz;3009000;Vodafone
25;04A 3,6 GHz;3009000;Vodafone
25;05A 3,6 GHz;2736000;Telefónica Deutschland
25;06A 3,6 GHz;2736000;Telefónica Deutschland
25;07A 3,6 GHz;2736000;Telekom
25;08A 3,6 GHz;2736000;Telekom
25;09A 3,6 GHz;2736000;Vodafone
25;10A 3,6 GHz;2736000;Telefónica Deutschland
25;11A 3,6 GHz;2736000;Vodafone
25;12A 3,6 GHz;2736000;Vodafone
25;13A 3,6 GHz;2736000;Telekom
25;14A 3,6 GHz;3009000;Telefónica Deutschland
25;15A 3,6 GHz;3009000;Telefónica Deutschland
25;16A 3,6 GHz;2736000;1&1 Drillisch
25;17A 3,6 GHz;2736000;Telekom
25;18A 3,6 GHz;2736000;Telekom
25;19A 3,6 GHz;2736000;Telekom
25;20A 3,6 GHz;2736000;Telekom
25;21A 3,6 GHz;2736000;Telekom
25;22A 3,6 GHz;2736000;Vodafone
25;23A 3,6 GHz;2736000;Telefónica Deutschland
25;24A 3,6 GHz;23870000;Vodafone
25;25A 3,6 GHz;23870000;Vodafone
25;26A 3,6 GHz;21700000;1&1 Drillisch
25;27A 3,6 GHz;21700000;1&1 Drillisch
25;28A 3,6 GHz;21700000;1&1 Drillisch
25;29K 3,6 GHz;23870000;Telekom
26;01A 2 GHz;12965000;Telefónica Deutschland
26;02A 2 GHz;14261000;Vodafone
26;03A 2 GHz;12965000;Vodafone
26;04A 2 GHz;12965000;Telekom
26;05A 2 GHz;12965000;Telekom
26;06A 2 GHz;14261000;Telekom
26;07A 2 GHz;27500000;Vodafone
26;08A 2 GHz;25000000;1&1 Drillisch
26;09A 2 GHz (2026);11761000;Telefónica Deutschland
26;10A 2 GHz (2026);11761000;Telefónica Deutschland
26;11A 2 GHz (2026);23750000;1&1 Drillisch
26;12A 2 GHz (2026);26125000;Vodafone
26;01K 3,6 GHz;Kein Gebot;Kein Gebot
26;02A 3,6 GHz;3009000;Vodafone
26;03A 3,6 GHz;3009000;Vodafone
26;04A 3,6 GHz;3009000;Vodafone
26;05A 3,6 GHz;2736000;Telefónica Deutschland
26;06A 3,6 GHz;3009000;Telekom
26;07A 3,6 GHz;2736000;Telekom
26;08A 3,6 GHz;2736000;Telekom
26;09A 3,6 GHz;2736000;Vodafone
26;10A 3,6 GHz;2736000;Telefónica Deutschland
26;11A 3,6 GHz;2736000;Vodafone
26;12A 3,6 GHz;3009000;1&1 Drillisch
26;13A 3,6 GHz;3009000;1&1 Drillisch
26;14A 3,6 GHz;3009000;Telefónica Deutschland
26;15A 3,6 GHz;3009000;Telefónica Deutschland
26;16A 3,6 GHz;3009000;Telefónica Deutschland
26;17A 3,6 GHz;2736000;Telekom
26;18A 3,6 GHz;2736000;Telekom
26;19A 3,6 GHz;2736000;Telekom
26;20A 3,6 GHz;2736000;Telekom
26;21A 3,6 GHz;2736000;Telekom
26;22A 3,6 GHz;2736000;Vodafone
26;23A 3,6 GHz;2736000;Telefónica Deutschland
26;24A 3,6 GHz;23870000;Vodafone
26;25A 3,6 GHz;23870000;Vodafone
26;26A 3,6 GHz;21700000;1&1 Drillisch
26;27A 3,6 GHz;21700000;1&1 Drillisch
26;28A 3,6 GHz;21700000;1&1 Drillisch
26;29K 3,6 GHz;23870000;Telekom
27;01A 2 GHz;14261000;1&1 Drillisch
27;02A 2 GHz;14261000;Vodafone
27;03A 2 GHz;14261000;Telefónica Deutschland
27;04A 2 GHz;12965000;Telekom
27;05A 2 GHz;12965000;Telekom
27;06A 2 GHz;14261000;Telekom
27;07A 2 GHz;27500000;Vodafone
27;08A 2 GHz;25000000;1&1 Drillisch
27;09A 2 GHz (2026);11761000;Telefónica Deutschland
27;10A 2 GHz (2026);12937000;1&1 Drillisch
27;11A 2 GHz (2026);23750000;1&1 Drillisch
27;12A 2 GHz (2026);26125000;Vodafone
27;01K 3,6 GHz;Kein Gebot;Kein Gebot
27;02A 3,6 GHz;3009000;Vodafone
27;03A 3,6 GHz;3009000;Vodafone
27;04A 3,6 GHz;3009000;Vodafone
27;05A 3,6 GHz;3009000;Vodafone
27;06A 3,6 GHz;3009000;Telekom
27;07A 3,6 GHz;3009000;Telefónica Deutschland
27;08A 3,6 GHz;3009000;Telefónica Deutschland
27;09A 3,6 GHz;3009000;Telefónica Deutschland
27;10A 3,6 GHz;2736000;Telefónica Deutschland
27;11A 3,6 GHz;3009000;1&1 Drillisch
27;12A 3,6 GHz;3009000;1&1 Drillisch
27;13A 3,6 GHz;3009000;1&1 Drillisch
27;14A 3,6 GHz;3009000;Telefónica Deutschland
27;15A 3,6 GHz;3009000;Telefónica Deutschland
27;16A 3,6 GHz;3009000;Telefónica Deutschland
27;17A 3,6 GHz;2736000;Telekom
27;18A 3,6 GHz;2736000;Telekom
27;19A 3,6 GHz;2736000;Telekom
27;20A 3,6 GHz;2736000;Telekom
27;21A 3,6 GHz;2736000;Telekom
27;22A 3,6 GHz;2736000;Vodafone
27;23A 3,6 GHz;2736000;Telefónica Deutschland
27;24A 3,6 GHz;23870000;Vodafone
27;25A 3,6 GHz;23870000;Vodafone
27;26A 3,6 GHz;21700000;1&1 Drillisch
27;27A 3,6 GHz;21700000;1&1 Drillisch
27;28A 3,6 GHz;21700000;1&1 Drillisch
27;29K 3,6 GHz;23870000;Telekom
28;01A 2 GHz;15687000;Telekom
28;02A 2 GHz;14261000;Vodafone
28;03A 2 GHz;14261000;Telefónica Deutschland
28;04A 2 GHz;14261000;Vodafone
28;05A 2 GHz;12965000;Telekom
28;06A 2 GHz;14261000;Telekom
28;07A 2 GHz;27500000;Vodafone
28;08A 2 GHz;25000000;1&1 Drillisch
28;09A 2 GHz (2026);11761000;Telefónica Deutschland
28;10A 2 GHz (2026);14230000;Telefónica Deutschland
28;11A 2 GHz (2026);23750000;1&1 Drillisch
28;12A 2 GHz (2026);26125000;Vodafone
28;01K 3,6 GHz;Kein Gebot;Kein Gebot
28;02A 3,6 GHz;3009000;Vodafone
28;03A 3,6 GHz;3009000;Vodafone
28;04A 3,6 GHz;3009000;Vodafone
28;05A 3,6 GHz;3009000;Vodafone
28;06A 3,6 GHz;3009000;Telekom
28;07A 3,6 GHz;3009000;Telefónica Deutschland
28;08A 3,6 GHz;3009000;Telefónica Deutschland
28;09A 3,6 GHz;3009000;Telefónica Deutschland
28;10A 3,6 GHz;3009000;Vodafone
28;11A 3,6 GHz;3009000;1&1 Drillisch
28;12A 3,6 GHz;3009000;1&1 Drillisch
28;13A 3,6 GHz;3009000;1&1 Drillisch
28;14A 3,6 GHz;3009000;Telefónica Deutschland
28;15A 3,6 GHz;3009000;Telefónica Deutschland
